user_id,age,gender,relationship_to_receiver,occasion,budget,interests,receiver_personality,receiver_age_group,gift_type,gift_name,product_price,rating,is_top_selling,small_business,relationship_closeness,giver_preference_style,gift_meaningfulness
137,60,Female,Partner,Birthday,3184,Books,Emotional,Senior,Grooming Set,Skincare Kit,3266,5,No,Yes,very close,practical,Medium
138,50,Female,Partner,Farewell,4567,Fitness,Emotional,Child,Grooming Set,Beard Grooming Kit,4274,2,No,Yes,very close,practical,Medium
139,55,Female,Friend,Farewell,611,Tech,Introvert,Adult,Home Decor,Aroma Diffuser,533,1,No,No,neutral,luxury,Low
140,41,Female,Friend,Graduation,4461,Travel,Practical,Adult,Fashion Item,Wrist Watch,4565,2,No,No,close,luxury,High
141,48,Male,Partner,Birthday,479,Home Decor,Emotional,Child,Accessory,Cap,534,5,No,Yes,very close,fun,High
142,50,Female,Family,Valentine's Day,3925,Home Decor,Creative,Child,Accessory,Sunglasses,3886,5,Yes,No,close,fun,Low
143,35,Female,Family,Anniversary,2995,Fitness,Extrovert,Child,Electronics,LED Table Lamp,2764,5,Yes,No,very close,practical,High
144,38,Male,Teacher,Anniversary,4501,Gaming,Extrovert,Teen,Handmade Craft,Handcrafted Candle,4296,5,Yes,No,distant,sentimental,High
145,49,Female,Friend,Festival,2019,Books,Creative,Adult,Personalized Gift,Engraved Pen,1982,5,No,Yes,close,sentimental,High
146,60,Female,Partner,Anniversary,4396,Gaming,Creative,Teen,Home Decor,Aroma Diffuser,4546,3,Yes,No,very close,luxury,Medium
147,20,Male,Friend,Graduation,644,Home Decor,Introvert,Child,Fashion Item,Scarf,631,2,Yes,No,neutral,luxury,High
148,28,Female,Friend,Farewell,3674,Tech,Emotional,Adult,Accessory,Cap,3717,1,Yes,No,close,fun,Medium
149,34,Female,Colleague,Graduation,2475,Gaming,Introvert,Adult,Fashion Item,Stylish T-shirt,2407,2,Yes,Yes,distant,luxury,Low
150,60,Female,Partner,Birthday,4968,Tech,Emotional,Adult,Accessory,Cap,4940,4,Yes,Yes,very close,fun,Medium
151,36,Female,Family,Festival,1106,Books,Emotional,Senior,Personalized Gift,Name Printed Mug,1118,3,No,No,very close,sentimental,High
152,40,Female,Partner,Farewell,4930,Art,Emotional,Senior,Toy,Puzzle Game,4686,2,No,Yes,very close,fun,High
153,20,Female,Partner,Birthday,3373,Fitness,Creative,Child,Book,Science Guide,3294,3,Yes,No,very close,practical,Medium
154,47,Female,Teacher,Anniversary,419,Music,Emotional,Senior,Home Decor,Mini Indoor Plant,563,3,No,Yes,distant,luxury,Low
155,25,Female,Family,Festival,3118,Fashion,Extrovert,Child,Handmade Craft,Clay Art Pot,2871,5,No,Yes,close,sentimental,Medium
156,26,Female,Friend,Birthday,390,Home Decor,Extrovert,Teen,Toy,LEGO Set,371,3,No,No,close,fun,Medium
157,54,Male,Teacher,Valentine's Day,3396,Art,Practical,Teen,Accessory,Bracelet,3559,1,No,Yes,neutral,fun,Medium
158,35,Female,Teacher,Anniversary,4972,Tech,Extrovert,Adult,Fashion Item,Wallet,4692,1,Yes,No,neutral,luxury,High
159,23,Male,Family,Festival,3962,Music,Practical,Teen,Home Decor,Mini Indoor Plant,3838,5,No,No,close,luxury,High
160,33,Female,Teacher,Festival,3739,Art,Emotional,Senior,Book,Fiction Novel,3972,4,No,Yes,neutral,practical,Low
161,31,Male,Teacher,Farewell,3187,Gaming,Introvert,Senior,Grooming Set,Skincare Kit,2896,1,No,No,distant,practical,Medium
162,58,Female,Friend,Birthday,3454,Travel,Creative,Senior,Handmade Craft,Handcrafted Candle,3545,4,Yes,Yes,neutral,sentimental,Medium
163,45,Female,Family,Valentine's Day,402,Music,Emotional,Child,Grooming Set,Perfume Set,377,5,No,No,very close,practical,High
164,24,Male,Teacher,Birthday,1865,Music,Extrovert,Teen,Fashion Item,Wrist Watch,1793,4,Yes,Yes,neutral,luxury,High
165,36,Male,Friend,Valentine's Day,878,Art,Introvert,Child,Fashion Item,Stylish T-shirt,691,2,Yes,Yes,close,luxury,Medium
166,19,Female,Teacher,Anniversary,4463,Art,Extrovert,Senior,Electronics,Portable Speaker,4203,1,No,Yes,neutral,practical,Medium
167,20,Male,Colleague,Anniversary,1401,Fashion,Emotional,Adult,Electronics,Portable Speaker,1235,3,Yes,Yes,neutral,practical,Medium
168,51,Female,Family,Birthday,3455,Books,Creative,Senior,Electronics,Fitness Band,3192,3,Yes,Yes,close,practical,Low
169,42,Male,Friend,Festival,2137,Travel,Practical,Child,Fashion Item,Wallet,2220,1,No,Yes,close,luxury,Low
170,18,Male,Teacher,Graduation,986,Tech,Emotional,Adult,Home Decor,Wall Art Frame,1017,2,Yes,Yes,neutral,luxury,High
171,58,Male,Partner,Valentine's Day,2467,Gaming,Extrovert,Teen,Grooming Set,Perfume Set,2170,3,Yes,Yes,very close,practical,High
172,60,Male,Family,Valentine's Day,2947,Gaming,Emotional,Senior,Grooming Set,Beard Grooming Kit,2717,3,No,Yes,very close,practical,High
173,30,Male,Colleague,Birthday,2359,Home Decor,Extrovert,Teen,Toy,Soft Toy,2428,3,No,No,neutral,fun,High
174,27,Female,Colleague,Birthday,4880,Travel,Emotional,Teen,Electronics,Fitness Band,4785,2,No,No,neutral,practical,High
175,60,Female,Friend,Anniversary,2808,Tech,Extrovert,Teen,Accessory,Neck Chain,2800,3,Yes,No,close,fun,High
176,45,Male,Partner,Valentine's Day,4566,Music,Emotional,Senior,Accessory,Neck Chain,4777,3,Yes,Yes,very close,fun,High
177,42,Female,Teacher,Valentine's Day,553,Books,Extrovert,Senior,Home Decor,Mini Indoor Plant,315,1,Yes,Yes,neutral,luxury,High
178,28,Male,Partner,Anniversary,3556,Fitness,Introvert,Adult,Grooming Set,Skincare Kit,3541,5,No,No,very close,practical,Medium
179,60,Female,Partner,Birthday,4968,Tech,Emotional,Adult,Accessory,Cap,4940,4,Yes,Yes,very close,fun,High
180,48,Male,Friend,Farewell,4658,Tech,Practical,Senior,Electronics,Portable Speaker,4801,5,No,No,neutral,practical,Medium
181,60,Female,Family,Birthday,3934,Travel,Practical,Teen,Electronics,Smart Watch,4026,3,No,Yes,close,practical,High
182,32,Male,Friend,Anniversary,1588,Fashion,Emotional,Teen,Handmade Craft,Customized Keychain,1640,2,No,Yes,close,sentimental,Medium
183,32,Male,Teacher,Birthday,835,Tech,Emotional,Adult,Book,Motivational Book,1125,5,No,No,neutral,practical,Low
184,43,Female,Friend,Valentine's Day,232,Music,Creative,Child,Handmade Craft,Clay Art Pot,209,3,Yes,Yes,close,sentimental,Medium
185,24,Female,Friend,Farewell,2942,Fitness,Practical,Child,Personalized Gift,Name Printed Mug,2806,5,Yes,Yes,close,sentimental,High
186,20,Female,Partner,Farewell,2339,Books,Creative,Senior,Electronics,Portable Speaker,2584,4,No,No,very close,practical,High
187,26,Female,Friend,Valentine's Day,436,Music,Introvert,Teen,Grooming Set,Beard Grooming Kit,347,2,Yes,Yes,neutral,practical,High
188,28,Female,Colleague,Anniversary,2149,Fitness,Emotional,Child,Toy,LEGO Set,1895,3,No,No,neutral,fun,Low
189,50,Female,Teacher,Festival,1700,Tech,Extrovert,Adult,Fashion Item,Scarf,1523,4,Yes,No,distant,luxury,Low
190,35,Male,Partner,Valentine's Day,2641,Travel,Emotional,Child,Handmade Craft,Handmade Greeting Card,2886,1,Yes,Yes,very close,sentimental,High
191,33,Male,Partner,Festival,4305,Gaming,Introvert,Senior,Grooming Set,Perfume Set,4096,3,Yes,No,very close,practical,High
192,41,Male,Colleague,Valentine's Day,2626,Fashion,Creative,Teen,Personalized Gift,Engraved Pen,2537,5,Yes,Yes,neutral,sentimental,High
193,37,Female,Colleague,Farewell,4442,Home Decor,Creative,Senior,Grooming Set,Beard Grooming Kit,4654,3,Yes,Yes,neutral,practical,Medium
194,50,Male,Family,Anniversary,721,Tech,Introvert,Teen,Fashion Item,Wrist Watch,519,1,No,No,close,luxury,Low
195,59,Female,Teacher,Anniversary,4918,Fitness,Extrovert,Teen,Electronics,Bluetooth Earbuds,4731,5,Yes,Yes,distant,practical,Medium
196,44,Male,Colleague,Valentine's Day,3634,Art,Introvert,Teen,Accessory,Neck Chain,3479,1,No,No,distant,fun,Low
197,34,Male,Colleague,Anniversary,3683,Gaming,Introvert,Teen,Electronics,Bluetooth Earbuds,3891,5,No,No,distant,practical,Low
198,35,Male,Colleague,Anniversary,3013,Fashion,Practical,Teen,Accessory,Bracelet,3154,2,Yes,Yes,neutral,fun,Medium
199,50,Female,Partner,Birthday,366,Fashion,Extrovert,Teen,Toy,Puzzle Game,314,4,No,Yes,very close,fun,High
200,41,Male,Teacher,Anniversary,1469,Tech,Extrovert,Teen,Electronics,Smart Watch,1631,5,Yes,Yes,distant,practical,Low
201,34,Female,Family,Festival,4388,Tech,Extrovert,Teen,Grooming Set,Skincare Kit,4283,2,Yes,Yes,very close,practical,High
202,18,Male,Family,Farewell,1820,Travel,Creative,Senior,Toy,Puzzle Game,2056,4,Yes,Yes,close,fun,High
203,51,Female,Family,Valentine's Day,2940,Gaming,Introvert,Senior,Book,Self-help Book,2924,4,No,No,close,practical,Medium
204,26,Female,Teacher,Festival,232,Music,Introvert,Adult,Home Decor,Wall Art Frame,270,1,Yes,Yes,distant,luxury,Low
205,25,Female,Partner,Anniversary,1827,Travel,Practical,Adult,Accessory,Bracelet,1962,1,No,Yes,very close,fun,Medium
206,22,Male,Family,Festival,3002,Gaming,Creative,Adult,Grooming Set,Beard Grooming Kit,3224,2,No,No,close,practical,Low
